genre,x,y,hex_colour
mexican electronic,1014,16670,#9f8b90
mexican experimental,526,7930,#7d86ad
mexican hardcore,295,12025,#e54e2c
mexican hip hop,1102,13484,#a98405
mexican indie,697,15254,#ad842b
mexican metal,261,12784,#e0533c
mexican pop,765,14749,#b08704
mexican pop punk,326,15254,#d4680c
mexican post-rock,316,10206,#998ba9
mexican power metal,252,13423,#d06927
mexican rock,667,13980,#b57b1d
mexican rock-and-roll,748,7017,#838e0d
mexican son,964,6485,#7a9520
mexican tech house,1374,19452,#cf86c6
mexican techno,1178,18768,#c189c8
mexican thrash metal,267,9938,#e7474c
mexican traditional,947,5819,#7d8e12
mezmur,729,9912,#859403
mgp,1005,17492,#c27d3b
mgpjr,855,15040,#978f3d
miami bass,1244,18114,#998447
miami hip hop,1058,16052,#b18407
miami indie,489,13250,#ae7b2b
miami metal,228,11914,#d45759
michigan folk,736,7089,#6f9716
michigan indie,571,8163,#898720
microhouse,1050,17013,#9491bd
microtonal,531,3069,#39928c
middle earth,293,7251,#5f9091
middle east hip hop,913,12250,#a38412
middle eastern traditional,741,3119,#65956c
midwest americana,557,7510,#809114
midwest emo,336,11460,#b8742f
milan indie,674,13028,#a4861c
military band,576,2791,#5280af
military cadence,1288,7746,#73773a
military rap,1009,14008,#ae8303
milwaukee hip hop,1026,12849,#a18d07
milwaukee indie,419,9662,#a67d25
min'yo,655,4763,#5a9e1c
mindfulness,81,2766,#2c86cf
minecraft,845,14449,#988c4b
minimal dnb,1060,17341,#af8bb8
minimal dub,1115,18447,#bc8bd5
minimal dubstep,1016,17430,#af8b9b
minimal melodic techno,1145,18249,#a198cd
minimal synth,719,15848,#a088a2
minimal tech house,1381,19009,#ad8fc3
minimal techno,1230,18398,#a592c6
minimal wave,765,16126,#a7826e
minimalism,341,1843,#26a4a8
minneapolis indie,557,9936,#898b31
minneapolis metal,166,12306,#d7505b
minneapolis punk,269,11191,#d3573e
minneapolis sound,1026,16557,#a47a14
minnesang,524,1325,#1da622
minnesota hip hop,1005,11913,#a88412
mississippi hip hop,1080,14597,#a28b04
mississippi indie,413,10009,#a38121
missouri indie,536,8260,#898a21
mizo pop,607,10884,#809807
mizrahi,615,12293,#a88704
mluvene slovo,1071,3777,#5e7a05
mod revival,489,11080,#ba701a
modern alternative pop,770,13090,#8e9010
modern alternative rock,403,14336,#be7419
modern big band,655,5346,#6f8761
modern blues,744,8575,#9b7c23
modern blues rock,508,9485,#b37424
modern bollywood,758,9275,#9a820b
modern cello,314,4169,#3c9fa7
modern chamber music,491,2816,#39a291
modern country rock,536,14570,#af8401
modern downshift,401,15507,#c97217
modern dream pop,340,14154,#a28866
modern electroacoustic,265,5648,#5a87a3
modern enka,399,8556,#839920
modern folk rock,511,7695,#848d1c
modern free jazz,599,4181,#598878
modern funk,986,14082,#b47947
modern hard rock,290,13833,#d06614
modern indie pop,823,12375,#88910f
modern jangle pop,361,13323,#b4823d
modern jazz piano,756,3195,#499ab3
modern jazz trio,779,5284,#6096b9
modern mod,417,13636,#bd7521
modern old-time,795,5704,#779a35
modern performance,351,2147,#2c9472
modern power pop,343,13164,#bd731b
modern progressive rock,314,10060,#898e43
modern psychedelic folk,389,6944,#6f9365
modern reggae,1100,11590,#a68d05
modern rock,431,13843,#b9771d
modern salsa,1014,9565,#c88502
modern ska punk,624,13399,#d76510
modern southern rock,484,11105,#b17b13
modern string quartet,332,1680,#28a676
modern swing,961,4498,#65895c
modern uplift,387,14657,#b87b13
modular synth,513,8053,#7094c4
modular techno,1118,18459,#ba8bd1
molam,855,10306,#988933
moldovan pop,736,15962,#c58221
mollywood,793,7858,#868f11
mongolian folk,375,4725,#5e9d4d
mongolian hip hop,1122,16291,#a6882d
mongolian pop,864,14559,#a5881a
montana indie,697,9526,#848827
montana metal,226,12735,#d6574e
montana roots,692,8347,#769516
montenegrin pop,801,14138,#b67e0a
monterrey indie,557,15052,#aa822c
montreal indie,621,10798,#8e8b4c
moog,540,5944,#628ba7
moombahton,1001,17593,#cf7e3f
moorish traditional,927,6818,#7c8225
moravian folk,465,2020,#49a30f
morelos indie,520,12846,#a28b47
morna,885,7931,#859211
moroccan pop,843,13423,#bf7e04
moroccan traditional,929,5806,#788554
motivation,1330,5041,#4d7003
motown,806,8550,#8d7d0d
mountain dulcimer,851,3562,#42a83b
movie tunes,564,3448,#4c9138
mpb,799,7139,#7c8f15
mpb gospel,615,6830,#6f9b09
multidisciplinary,624,9611,#898c5b
mumbai indie,557,10749,#878f2d
mundart,858,12464,#a3830c
munich electronic,1255,18559,#b28ea9
munich indie,677,12527,#9c8629
murcia indie,486,13399,#ac8422
murga,899,6291,#b46001
music box,984,6650,#37beac
music hall,1106,1919,#488a16
musica acoriana,828,11080,#879427
musica afroperuana,1096,7872,#8f8b1d
musica alagoana,858,9899,#889112
musica amapaense,767,11141,#a1880a
musica andina,655,5384,#4fa194
musica andina colombiana,1045,8329,#889427
musica andorra,1138,18041,#b38d98
musica angolana,947,13766,#ad8f0b
musica antigua,476,2032,#2ba35a
musica aragonesa,708,9900,#a4800e
musica ayacuchana,1005,7430,#a29108
musica baiana,885,9714,#80941d
musica blumenauense,639,10392,#9c8a20
musica brasiliense,832,8524,#7c9626
musica cabo-verdiana,866,11117,#9e8817
musica calabrese,686,9760,#938d0d
musica campineira,621,10404,#908d14
musica campista,650,10822,#9d8416
musica canaria,790,6992,#8d8e0d
musica capixaba,828,12476,#978d0f
musica caririense,815,10461,#879105
musica catalana,724,12220,#9f860e
musica catarinense,810,10449,#8b911a
musica cearense,783,9781,#888f19
musica colombiana instrumental,878,6904,#77a15e
musica costarricense,830,9702,#908d19
musica costena,1082,9491,#ac8b09
musica crista reformada,480,7498,#759811
musica cristiana guatemalteca,905,10083,#969111
musica de fondo,182,3448,#456bc8
musica de intervencao,756,5617,#6a950d
musica eletronica brasileira,1045,16518,#9f9264
musica eletronica gospel,758,17264,#c28634
musica etnica,633,8052,#7e9024
musica evangelica instrumental,379,6535,#55a89b
musica feirense,947,12064,#a68d0c
musica folk asturiana,355,8520,#8e912f
musica gaucha,986,13472,#d77602
musica gaucha tradicionalista,1005,9064,#ab8309
musica goiana,786,7979,#839414
musica hondurena,1063,10145,#b0801f
musica indigena brasileira,882,7943,#718d0e
musica indigena latinoamericana,919,8751,#918f0e
musica indigena mexicana,1024,8763,#809627
musica infantil,984,8426,#609e3c
musica infantil catala,988,8088,#6e9622
musica istmena,1095,9652,#a28d11
musica jibara,1014,7164,#818f11
musica juiz-forana,726,10597,#978810
musica llanera,1018,6856,#999112
musica lombarda,826,6880,#788c07
musica londrinense,858,12746,#a3853d
musica madeirense,744,8648,#748d2f
musica mallorquina,650,10761,#988820
musica mapuche,855,7723,#838a0e
musica maranhense,874,9113,#998603
musica maringaense,459,13286,#b6791e
musica mato-grossense,630,9003,#94842d
musica menorquina,746,6695,#7b9019
musica michoacana,961,8261,#99910e
musica mocambicana,966,11422,#ab861b
musica mogiana,858,7919,#7c931c
musica nicaraguense,909,8814,#968f08
musica occitana,815,9769,#91880d
musica para criancas,1014,8599,#759416
musica para ninos,823,6980,#549554
musica paraibana,868,10318,#938d15
musica paranaense,774,8942,#7b9416
musica per bambini,961,10956,#928d23
musica pernambucana,889,9150,#a48217
musica piauiense,849,8991,#89930f
musica piemonteisa,961,7269,#73963e
musica ponta-grossense,680,12306,#b07b1a
musica popular amazonense,866,10425,#a6890f
musica popular colombiana,1145,8912,#8f9504
musica popular mineira,569,6201,#6f9624
musica popular paraense,887,12049,#a98a0f
musica popular uruguaya,866,7747,#8d880b
musica portuguesa contemporanea,703,6929,#699b1d
musica potiguar,862,9174,#8b920e
musica potosina,1084,9430,#b38708
musica prehispanica,804,8512,#688d7a
musica puntana,697,10920,#928d20
musica purepecha,905,10700,#958f23
musica rapa nui,760,8286,#759a45
musica rondoniense,689,13559,#9e8a1b
musica roraimense,772,12758,#918d39
musica santomense,1003,15117,#b98a15
musica sarda,621,6250,#798d13
musica sergipana,713,10523,#968b1b
musica sinfonica,303,3271,#539883
musica sul-mato-grossense,793,10511,#918f09
musica tabasquena,1179,12569,#ab8611
musica timor-leste,716,5667,#68940f
musica tradicional cubana,1003,4990,#848529
musica tradicional dominicana,963,7723,#998012
musica triste brasileira,891,9377,#789b11
musica tropical guatemalteca,1115,12949,#b09126
musica valenciana,795,7759,#818a18
musica wixarika,1096,8875,#919d07
musica yucateca,858,4940,#61960e
musical advocacy,506,9985,#8b880e
musicas espiritas,524,5533,#529f4b
musiikkia lapsille,891,7735,#748f07
musik anak-anak,874,12588,#86962c
musikkorps,819,3423,#79739a
musique acadienne,692,9924,#9c8d0d
musique alsacienne,868,7497,#8c864b
musique ancienne,373,1693,#2c9f41
musique comorienne,1013,10654,#9c9103
musique concrete,409,3094,#4a7176
musique guadeloupe,1030,15343,#bd860e
musique mandingue,1007,8402,#998921
musique mariage algerien,801,14837,#cf6906
musique peule,943,7870,#8f8724
musique pour enfant quebecois,1067,7956,#778f0a
musique pour enfants,247,4914,#30a2a4
musique soninke,1124,7341,#9c8418
musique touareg,907,6446,#809233
musique traditionnelle comorienne,925,8689,#869309
musique traditionnelle congolaise,980,7649,#88883d
muzica ardeleneasca,579,4737,#709d0b
muzica banateana,858,6620,#909121
muzica bisericeasca,278,480,#2fa822
muzica copii,1005,10206,#869815
muzica crestina,486,7954,#7b9510
muzica etno,1082,12488,#ae8d04
muzica maramureseana,729,5579,#739d19
muzica populara,599,3903,#719920
muzica usoara,613,6917,#7e8f07
muziek voor kinderen,1047,9190,#728f24
muzika l'yeladim,1061,8040,#699306
myanmar hip hop,1045,15166,#b58804
myanmar indie,636,12662,#ac820e
m̼sica pitiusa,517,8868,#9a8916
naat,729,5334,#858c01
nadaswaram,849,4384,#b352e7
nagpuri pop,893,11667,#b77906
naija worship,536,10169,#a48411
namibian pop,1054,14977,#ad8714
nantes indie,711,12674,#988c34
narodna muzika,589,9960,#a78006
nasheed,751,5432,#6c930b
nashville americana,618,8322,#7a9508
nashville hip hop,1039,13753,#a28805
nashville indie,452,10957,#9f8224
nashville singer-songwriter,613,7592,#74920c
nashville sound,779,5371,#609417
nasyid,591,8487,#779608
native american,627,6115,#678b53
native american contemporary,731,9348,#86881e
native american flute,355,1907,#26b19e
native american hip hop,1020,13149,#a7820d
native american spiritual,970,6779,#4c9f1c
navajo,779,3714,#29a859
neapolitan funk,992,14486,#a3804e
necrogrind,210,10932,#da3a7b
nederlandse hardstyle,843,17328,#dd701e
nederpop,610,9538,#8c860e
neo classical metal,241,13944,#d06038
neo honky tonk,703,9139,#8b8c0b
neo kyma,610,5294,#699826
neo mellow,554,10661,#8f8e09
neo metal,395,15066,#d7622c
neo r&b,893,11812,#878d36
neo soul,895,13347,#96880d
neo soul-jazz,917,12991,#8c8b16
neo-classical,474,2285,#2aaad8
neo-crust,127,10724,#d24b89
neo-industrial rock,450,17466,#cf664d
neo-kraut,489,13237,#a183a7
neo-pagan,627,6474,#629828
neo-progressive,332,10133,#928835
neo-proto,434,11656,#c06a21
neo-psicodelia brasileira,429,8151,#998248
neo-psychedelic,377,9759,#a97b69
neo-rockabilly,808,8966,#b87214
neo-singer-songwriter,627,8077,#779a0b
neo-synthpop,708,17540,#b78549
neo-trad doom metal,258,9415,#a6794c
neo-trad metal,212,14645,#e05420
neo-trad prog,303,11277,#928a35
neo-traditional bluegrass,705,7237,#899517
neo-traditional country,692,10181,#82910d
neoclassical darkwave,330,8053,#6f927c
neoclassicism,371,725,#229a9e
neofolk,332,9214,#7e8665
neomelodici,674,12846,#ac8604
neon pop punk,375,15975,#c67407
neotango,949,13295,#87905d
nepali indie,731,11679,#8e8d17
nepali pop,708,10736,#988d09
nephop,1084,12525,#988f14
nerdcore,1026,14803,#b87820
nerdcore brasileiro,581,13114,#bc7c03
neru,267,3069,#3194c3
neue deutsche harte,434,17151,#ce6a2b
neue deutsche todeskunst,427,15925,#b27b40
neue deutsche welle,788,14370,#b07430
neue volksmusik,909,8439,#85891f
neurofunk,917,18126,#e2779f
neurostep,970,17832,#d87b94
new age,405,5976,#4ba3a8
new age piano,639,2235,#2eacd0
new americana,610,7017,#7b9011
new beat,988,18559,#c4757a
new brunswick indie,564,9686,#908b1c
new comedy,1071,2791,#964f04
new delhi indie,650,13424,#948e4c
new england americana,602,6448,#759414
new england emo,314,12184,#b3741f
new england experimental,393,6956,#7479a8
new england metal,197,10835,#db4c6a
new french touch,959,16797,#a68f51
new hampshire indie,513,10920,#a4802d
new isolationism,403,8298,#7587b8
new jack smooth,897,14867,#9a8b18
new jack swing,937,15356,#9a8407
new jersey hardcore,299,9826,#da5321
new jersey indie,405,9562,#a67c35
new jersey punk,301,10737,#d85421
new jersey rap,1047,11261,#ac7808
new mexico music,868,9052,#848d0d
new orleans americana,751,6966,#7b900d
new orleans blues,901,5445,#7c802b
new orleans funk,1018,8725,#9c7929
new orleans indie,446,8016,#91863d
new orleans jazz,1005,2804,#598471
new orleans rap,1074,13666,#a88504
new rave,726,16695,#b97d49
new romantic,689,15836,#b47724
new tribe,607,6299,#4f9fb1
new wave,591,15103,#b77328
new wave of glam metal,273,16038,#dc620e
new wave of osdm,85,9986,#e140ac
new wave of speed metal,145,12479,#e94454
new wave of thrash metal,239,13213,#f24337
new wave pop,686,14622,#a97d17
new weird america,448,5819,#6f8b61
new weird finland,515,5520,#708565
new york death metal,134,9451,#e5399e
new york drill,1133,13222,#9d8d03
new zealand classical,497,2993,#339982
newcastle indie,379,10515,#a67d2c
newcastle nsw indie,409,11472,#ae7929
newfoundland indie,511,8396,#819017
ngoni,1026,8012,#8c8f37
nhac thieu nhi,939,13633,#9c880d
nice indie,497,12808,#ab8237
nigerian hip hop,1033,12275,#c28106
nigerian pop,1043,11900,#ba8607
nightcore,741,15794,#bd8030
nightrun,349,17264,#cb7934
ninja,919,15330,#a1827a
nintendocore,415,14519,#cb6752
nisiotika,615,6029,#87930f
nitzhonot,907,19236,#e875c9
nl folk,670,9114,#868f0d
no wave,589,10417,#997463
noel quebecois,517,6498,#789108
nohay,574,4712,#a07700
noise,177,8681,#aa369f
noise pop,297,10627,#b1705d
noise punk,301,9784,#cc4978
noise rock,284,9814,#be5776
noisecore,181,9649,#d61a92
nordic ambient,252,6583,#5494cb
nordic classical piano,495,800,#1da6c9
nordic contemporary classical,232,982,#1d9d77
nordic folk,454,5723,#5d9e44
nordic folk metal,202,14914,#d26242
nordic house,845,17467,#c18026
nordic orchestra,224,1881,#2b9794
nordic post-rock,170,9189,#7793ad
nordic soundtrack,273,6254,#429cbd
nordnorsk musikk,667,9015,#749411
nordnorsk ponk,247,11607,#d45a43
nordnorsk rap,992,14369,#ac8421
normal indie,536,10292,#978033
norman ok indie,427,8728,#99813c
norrbotten indie,434,8200,#8e8827
norrlandsk hip hop,986,10355,#a58616
norsk lovsang,436,9783,#80910e
norske viser,751,6263,#5f9a0f
norteno,1067,8651,#968d03
norteno-sax,907,11459,#c18e05
north carolina emo,292,13298,#c46e1d
north carolina hip hop,1022,10256,#a4820e
north carolina indie,465,7868,#8c8728
north carolina metal,212,10798,#d25750
north carolina roots,734,6276,#73951a
north dakota indie,489,7338,#818a2e
north east england indie,471,11681,#ab7426
northamptonshire indie,423,14398,#aa8245
northeast indian hip hop,1026,11875,#949510
northeast indian indie,694,12244,#8a9226
northern irish indie,421,14141,#b17b29
northern irish punk,421,11558,#ca661b
northern soul,760,8450,#957b0a
northumbrian folk,845,4282,#52a35c
northwest china indie,574,10957,#8d8c30
norwegian alternative rock,288,10883,#b96c4c
norwegian americana,522,7731,#7e940d
norwegian black metal,55,10614,#d73c84
norwegian blues,731,8636,#9b821d
norwegian choir,166,1375,#2ba046
norwegian classical,332,566,#17a4ab
norwegian contemporary jazz,476,5844,#58918f
norwegian country,636,11765,#a28706
norwegian death metal,106,10773,#e7347d
norwegian doom metal,202,10454,#b27656
norwegian experimental,355,7165,#71818c
norwegian folk,413,2841,#3eab4e
norwegian folk rock,493,8828,#928c0c
norwegian gospel,545,6854,#649812
norwegian hardcore,172,12528,#df4c51
norwegian hip hop,1026,12873,#ac8216
norwegian house,1124,18090,#a393a0
norwegian indie,561,9736,#858d1e
norwegian jazz,602,4498,#449a7c
norwegian metal,109,11732,#d24e68
norwegian pop,650,10255,#889011
norwegian pop rap,992,13877,#a38c07
norwegian prog,355,10072,#8f854c
norwegian psychedelic,269,9613,#9d7d68
norwegian punk,423,10096,#c76223
norwegian punk rock,250,13335,#e1531d
norwegian rock,497,9287,#a5791f
norwegian singer-songwriter,536,6386,#639c1a
norwegian space disco,1136,18005,#ac8dae
norwegian techno,1144,18151,#ac8fc8
norwegian trap,1084,13309,#8e9805
nottingham indie,457,9397,#95873b
nouvelle chanson francaise,765,8212,#789214
nova canco,758,4207,#5d9621
nova mpb,834,8752,#7d920e
nova musica amazonense,536,12012,#a7841c
nova musica carioca,832,9389,#849023
nova musica maranhense,819,11497,#8f8e11
nova musica paulista,858,9726,#83902a
nova musica pernambucana,793,10737,#958b24
novelty,955,8076,#828110
novo rock gaucho,448,12685,#ac7e19
novos talentos brasileiros,756,8801,#869603
nu age,170,4030,#3f96cd
nu disco,1098,18325,#b78872
nu electro,1104,18127,#c086a1
nu gaze,275,13188,#af7974
nu jazz,1003,16127,#a3886c
nu metal,326,14708,#da5c26
nu skool breaks,1037,18212,#c77b84
nu-cumbia,1060,15264,#ac8e3f
nu-metalcore,301,16190,#e25526
nubian traditional,917,8377,#8b843c
nueva cancion,911,5246,#689118
nueva ola chilena,591,5807,#73910d
nueva ola peruana,581,6954,#a18425
nueva trova chilena,808,5630,#679c0d
nuevo flamenco,931,6509,#868d25
nuevo folklore argentino,951,9590,#839544
nuevo folklore mexicano,808,7895,#7a940b
nuevo regional mexicano,1014,8926,#9c8d03
nuevo tango,646,2513,#539a70
nursery,937,7388,#40a85e
nwobhm,239,11094,#da502b
nwocr,299,14976,#d26710
nwothm,223,13114,#de542f
ny roots,744,9427,#9c8622
nyahbinghi,1127,10542,#878246
nyc metal,132,11007,#cd538c
nyc pop,736,12350,#8e9215
nyc rap,1043,9997,#ac8206
nyckelharpa,387,4510,#4faa50
nyhc,303,10393,#e44b2d
nz children's music,1047,8977,#6e9614
nz christian,434,9674,#888d0a
nz dnb,880,17631,#cd8490
nz electronic,1003,17644,#b58892
nz folk,576,7263,#719614
nz hardcore,219,12968,#e4502f
nz hip hop,1048,15014,#ac8413
nz indie,461,10045,#9a853d
nz metal,182,13054,#dd4e67
nz pop,765,12954,#8a920f
nz punk,288,11878,#df5334
nz reggae,1050,15849,#9b8b34
nz singer-songwriter,550,7942,#789418
oakland hip hop,1069,12999,#ac8103
oakland indie,457,10749,#a28040
oaxaca indie,808,10021,#89911c
oberkrainer,957,7796,#9b8e4f
oc indie,533,11939,#ab7a2e
oc rap,1048,12138,#929404
oceania soundtrack,199,5698,#3d9fbc
odia bhajan,779,6485,#af8303
odia pop,760,7928,#a98206
ohio hip hop,1001,13347,#a98707
ohio indie,393,9312,#a17b2d
oi,309,11448,#de4f1d
ok indie,536,10131,#948626
okc indie,397,10084,#9e802d
okinawan folk,627,10280,#8b8f13
okinawan pop,584,14610,#b77d18
oklahoma country,815,6163,#6c8d12
oktoberfest,767,15937,#d26911
old school dancehall,1197,13983,#968e0b
old school hard trance,1007,18534,#d279a5
old school hip hop,1241,16974,#b46911
old school nederhop,1039,14622,#c06e0c
old school rap francais,1076,11826,#b77a10
old school thrash,243,10810,#e5443e
old school uk hip hop,1199,17795,#ba7328
old west,891,7152,#8092c1
old-time,955,3653,#599626
old-time fiddle,700,5456,#71a15a
oldschool deutschrap,1061,12064,#b07711
olympia wa indie,554,8384,#9e7750
omaha indie,476,9054,#998023
one-person band,607,10647,#9d7e48
ontario indie,486,10084,#9c8528
opera,320,493,#359728
opera chorus,336,364,#48862b
opera metal,199,13163,#c07035
operatic pop,278,2968,#589c20
operetta,524,1129,#379153
opm,581,9460,#7d950e
oratory,1172,2108,#487408
orchestra,230,2462,#3798a0
orchestral performance,357,1263,#2b9684
orebro indie,409,11203,#ab7a37
organetto,1052,8713,#909282
organic ambient,450,9434,#7098a7
organic electronic,1244,18066,#9f98b4
organic house,1327,18933,#a697c3
orgcore,278,12281,#e05319
oriental classical,334,1214,#24a08e
oriental metal,215,13845,#d35e5c
orkney and shetland folk,491,4296,#65a350
orlando indie,436,12257,#b77119
oromo pop,939,13448,#b08604
orquesta cubana,937,5781,#987a54
orquesta tipica,999,2058,#4f9160
orquesta tropical,1096,10931,#aa8b0b
orquestas de galicia,959,13460,#b48609
orthodox chant,154,469,#2ca03c
oshare kei,334,15848,#d66020
oslo indie,431,10243,#968836
ostrock,660,10871,#978410
otacore,506,11902,#988579
oth indie,500,10774,#8f8b29
ottawa indie,448,11533,#a1802e
ottawa rap,1073,13915,#95930e
oud,790,3007,#549e86
oulu indie,371,11741,#b3761f
oulu metal,161,13335,#dc594d
outer hip hop,1048,13272,#ab7929
outlaw country,899,6558,#71890a
outsider,589,5956,#717d4d
outsider house,851,15288,#9a89b9
oxford choir,143,996,#359d39
oxford indie,413,12111,#a4823b
oyun havasi,968,10413,#b07f0b
p funk,959,13137,#ac6b27
pagan black metal,60,10712,#d14191
pagode,847,9684,#ab8003
pagode baiano,1073,9417,#c38202
pagode novo,765,8893,#ae8501
paidika tragoudia,1041,8965,#749727
paisley underground,423,10573,#a9791d
pakistani folk,770,6497,#a07911
pakistani hip hop,1076,13372,#a68f0c
pakistani indie,579,10896,#8e8e39
pakistani pop,677,6299,#8f861a
pakistani rock,569,11988,#9a8719
palestinian pop,793,9015,#859022
palm desert scene,357,9875,#b86f50
panamanian indie,607,12687,#a38721
panamanian pop,1074,12439,#be8804
panamanian rock,550,14422,#c2761a
panpipe,561,8248,#69a267
papuan traditional,552,3979,#4a9119
papuri,471,8471,#799410
paracana,574,8499,#749551
paraguayan indie,660,12980,#a38421
paraguayan rock,574,13919,#bd7716
parody,929,9027,#927707
partido alto,913,8389,#a87b02
partyschlager,817,17795,#e46705
pasodobles,683,5243,#71858c
pei indie,545,8716,#7e940e
pennsylvania hardcore,245,9439,#e5473a
permanent wave,484,11509,#aa7822
perreo,1241,17024,#c38805
persian alternative,650,8400,#7e932c
persian electronic,1069,16923,#979697
persian hip hop,957,12888,#ab880a
persian neo-traditional,520,3499,#4e9f9b
persian pop,786,11876,#a58a08
persian rock,591,10353,#968b16
persian traditional,571,2715,#4e9d62
perth indie,489,11374,#a08423
peruvian death metal,157,10108,#e43e72
peruvian experimental,381,8028,#94799f
peruvian hip hop,1122,10616,#b08403
peruvian indie,719,12711,#9c8a31
peruvian metal,221,12221,#d35c5a
peruvian punk,381,11644,#d5611b
peruvian rock,713,11546,#b27e18
pet calming,184,2108,#21a3cd
philly drill,1118,12581,#979605
philly indie,357,10907,#b07734
philly rap,1043,10629,#b07d05
philly soul,765,9875,#947e0c
phleng phuea chiwit,772,10749,#878f09
phoenix indie,438,12331,#af7b23
phonk,1043,16872,#9c9151
piada,1170,4776,#9c6d08
pianissimo,716,1931,#1ea8e1
piano blues,911,3891,#66882d
piano cover,797,2943,#25b0e8
piano mpb,786,4105,#599d9c
piano rock,576,7670,#9a800c
pibroch,150,3575,#40a393
piedmont blues,1084,2285,#499829
pilates,493,7571,#509fc3
pinoy alternative rap,1115,13996,#a58712
pinoy edm,915,17226,#c2853e
pinoy hip hop,1091,14381,#9c8b08
pinoy idol pop,853,15546,#a48c1f
pinoy indie,621,11509,#938b1e
pinoy metal,303,10590,#db4a32
pinoy pop punk,349,13624,#cd6b0e
pinoy praise,459,8483,#75960b
pinoy r&b,953,12659,#869809
pinoy reggae,845,11654,#9b8210
pinoy rock,543,11693,#a48012
pinoy singer-songwriter,660,7101,#609e0d
pinoy traditional,921,7577,#7e8b6d
pinoy trap,1031,13840,#969409
pipa,874,1742,#36a6b1
pirate,409,12430,#ce5d19
piratenmuziek,746,11521,#9b860b
piseiro,1236,15179,#d28f04
pittsburgh indie,457,9698,#a07e2d
pittsburgh metal,186,9706,#d74a5d
pittsburgh rap,1007,12709,#a18d04
pittsburgh rock,411,11607,#b4741a
pixie,355,15886,#c7730a
plena uruguaya,972,8562,#a38f02
plugg,1001,14976,#899c05
plunderphonics,756,10700,#9b6d5d
png pop,880,15722,#9b8a14
poetry,1267,4333,#337f07
poezja spiewana,777,6448,#6f9409
pokemon,564,10798,#888892
polca paraguaya,889,3954,#639c59
police band,254,5976,#837790
polish alternative,686,11240,#93891f
polish alternative rap,1003,10731,#b18008
polish alternative rock,476,13697,#b5791e
polish ambient,351,8224,#6990c5
polish black metal,92,11448,#d74184
polish blues,734,8880,#968313
polish choir,206,738,#2d9c33
polish classical,421,225,#1aa6db
polish classical piano,506,35,#1da5d9
polish contemporary classical,260,1299,#229d8e
polish death metal,134,12147,#e93b70
polish early music,195,726,#23a458
polish electronica,763,15710,#9a8f86
polish experimental,345,7746,#7b81a3
polish experimental electronic,703,12025,#8486b9
polish folk,602,6325,#74961d
polish folk metal,213,11019,#bc5e67
polish free jazz,564,3575,#4f919b
polish hardcore,284,11927,#e24e2a
polish hip hop,1031,13074,#b3820b
polish indie,618,13176,#958d33
polish indie rock,421,14005,#b07d33
polish jazz,607,4866,#5f927f
polish metal,192,13066,#dc4e49
polish modern jazz,604,4473,#5a96a1
polish noise rock,295,9674,#af7078
polish pop,680,13510,#a5860c
polish post-punk,529,12783,#b3762e
polish post-rock,256,11679,#938cbb
polish prog,375,11411,#948b49
polish psychedelia,383,8965,#8b8a8c
polish punk,480,12796,#ca671c
polish reggae,851,15002,#ba7c13
polish rock,552,12123,#b07917
polish synthpop,594,14951,#a38838
polish techno,1237,18920,#b294c5
polish thrash metal,206,13449,#e8493d
polish trap,1016,14270,#a59106
political hip hop,999,10294,#b6720e
polka,783,6683,#778b5f
polynesian hip hop,1054,13596,#a98404
polynesian pop,964,14603,#a0890f
polynesian traditional,777,3827,#6d7e43
polyphonies corses,334,4296,#569d0c
polyphony,254,2425,#3d9e12
pontian folk,610,5218,#97890a
pony,748,12183,#9d822c
pop,786,15103,#ab880d
pop ambient,726,13374,#7698c6
pop argentino,815,14710,#aa8b05
pop catracho,1107,14270,#b08712
pop chileno,790,11728,#919305
pop costarricense,1016,12762,#af8d0c
pop dance,779,17593,#cb7f45
pop edm,783,17378,#c98239
pop electronico,804,16493,#ad8a2b
pop emo,338,15861,#c87204
pop flamenco,866,10725,#ad8305
pop folk,550,6250,#59a11f
pop house,986,18299,#ce7b36
pop lgbtq+ brasileira,933,10592,#978f07
pop minang,522,14926,#b4920a
pop nacional,925,13410,#ac8b07
pop nacional antigas,643,8499,#859105
pop paraguayo,933,14951,#ac8c05
pop peruano,907,13053,#b68c05
pop punk,336,15229,#d16809
pop quebecois,607,11191,#918f0e
pop r&b,915,13321,#969104
pop rap,1011,15318,#af8405
pop rap brasileiro,986,9714,#939302
pop reggaeton,1069,15874,#c18803
pop rock,511,13200,#a9800e
pop rock brasileiro,566,14249,#bd7b08
pop romantico,607,6546,#868e07
pop soul,779,11068,#85910a
pop teen brasileiro,868,15735,#ae8804
pop urbaine,1067,11398,#af8b04
pop venezolano,1069,14320,#b68f02
pop violin,286,6684,#759972
pop virale italiano,925,12037,#a69103
popgaze,311,10169,#af7274
popping,1149,16544,#a67b33
pops orchestra,307,4131,#4c9391
popwave,569,17264,#a99256
pornogrind,260,11179,#dc417f
porro,1133,9860,#a48c21
portland hip hop,993,10616,#a08318
portland indie,476,8880,#94883c
portland metal,134,10121,#d54e7b
portland punk,320,10320,#d0583a
portsmouth indie,465,12024,#b37928
portuguese black metal,102,12540,#ce538c
portuguese contemporary classical,407,1476,#299f80
portuguese death metal,168,13347,#e1478c
portuguese early music,290,1092,#2da25f
portuguese experimental,520,6595,#6d81a3
